m,TagName,
"2016-11-01 00:00:00","python","14161"
"2016-11-01 00:00:00","swift","4359"
"2016-11-01 00:00:00","ruby","1754"
"2016-11-01 00:00:00","javascript","20486"
"2016-11-01 00:00:00","c++","6064"
"2016-11-01 00:00:00","r","3557"
"2016-11-01 00:00:00","go","476"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","go","495"
"2016-12-01 00:00:00","php","11442"
"2016-12-01 00:00:00","c#","10675"
"2016-12-01 00:00:00","java","13823"
"2016-12-01 00:00:00","python","13019"
"2016-12-01 00:00:00","javascript","19770"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","c++","5218"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","swift","3924"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2792"
"2017-01-01 00:00:00","python","14242"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","c#","11678"
"2017-01-01 00:00:00","r","3486"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","php","12572"
"2017-01-01 00:00:00","swift","4330"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","perl","325"
"2017-01-01 00:00:00","javascript","21370"
"2017-01-01 00:00:00","c","2754"
"2017-01-01 00:00:00","java","14536"
"2017-01-01 00:00:00","c++","5642"
"2017-02-01 00:00:00","python","14752"
"2017-02-01 00:00:00","javascript","21162"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c++","5162"
"2017-02-01 00:00:00","swift","4048"
"2017-02-01 00:00:00","php","12445"
"2017-02-01 00:00:00","ruby","1623"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","java","14537"
"2017-02-01 00:00:00","c#","11471"
"2017-03-01 00:00:00","javascript","23669"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","python","17104"
"2017-03-01 00:00:00","c++","6212"
"2017-03-01 00:00:00","c","2962"
"2017-03-01 00:00:00","php","13984"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","assembly","371"
"2017-03-01 00:00:00","c#","12974"
"2017-03-01 00:00:00","java","17284"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","swift","4607"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","r","4600"
"2017-04-01 00:00:00","c#","11077"
"2017-04-01 00:00:00","swift","3906"
"2017-04-01 00:00:00","javascript","21204"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","python","15620"
"2017-04-01 00:00:00","c++","5865"
"2017-04-01 00:00:00","c","2848"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","ruby","1486"
"2017-04-01 00:00:00","php","12344"
"2017-04-01 00:00:00","r","4261"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","java","15906"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","r","4313"
"2017-05-01 00:00:00","javascript","22370"
"2017-05-01 00:00:00","php","12991"
"2017-05-01 00:00:00","c++","5292"
"2017-05-01 00:00:00","java","16311"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","c#","11964"
"2017-05-01 00:00:00","python","16157"
"2017-05-01 00:00:00","swift","4089"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","c","2347"
"2017-06-01 00:00:00","c++","4673"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","java","14595"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c#","11288"
"2017-06-01 00:00:00","php","11698"
"2017-06-01 00:00:00","swift","4191"
"2017-06-01 00:00:00","python","15983"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","javascript","21552"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","r","4444"
"2017-07-01 00:00:00","javascript","21578"
"2017-07-01 00:00:00","c++","5008"
"2017-07-01 00:00:00","perl","323"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","php","11712"
"2017-07-01 00:00:00","python","16882"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","c#","11192"
"2017-07-01 00:00:00","r","4576"
"2017-07-01 00:00:00","swift","4344"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","java","14098"
"2017-07-01 00:00:00","c","2040"
"2017-07-01 00:00:00","go","654"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","go","607"
"2017-08-01 00:00:00","javascript","21312"
"2017-08-01 00:00:00","java","13737"
"2017-08-01 00:00:00","swift","4172"
"2017-08-01 00:00:00","python","16460"
"2017-08-01 00:00:00","c#","10939"
"2017-08-01 00:00:00","c","2038"
"2017-08-01 00:00:00","r","4565"
"2017-08-01 00:00:00","php","11590"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","c++","4784"
"2017-08-01 00:00:00","assembly","216"
"2017-09-01 00:00:00","c++","4462"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3756"
"2017-09-01 00:00:00","javascript","18960"
"2017-09-01 00:00:00","c#","9858"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","java","12731"
"2017-09-01 00:00:00","c","2098"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","php","10644"
"2017-09-01 00:00:00","python","15431"
"2017-10-01 00:00:00","r","4542"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","c#","10215"
"2017-10-01 00:00:00","java","13979"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c++","5210"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3893"
"2017-10-01 00:00:00","php","10788"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","python","16922"
"2017-10-01 00:00:00","javascript","19830"
"2017-11-01 00:00:00","c++","5029"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","ruby","1174"
"2017-11-01 00:00:00","c#","9774"
"2017-11-01 00:00:00","php","10555"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","swift","3662"
"2017-11-01 00:00:00","java","14152"
"2017-11-01 00:00:00","python","16938"
"2017-11-01 00:00:00","javascript","19383"
"2017-11-01 00:00:00","c","2947"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","go","655"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","javascript","16941"
"2017-12-01 00:00:00","python","14904"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8583"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","php","9081"
"2017-12-01 00:00:00","swift","3196"
"2017-12-01 00:00:00","c++","4452"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","java","11963"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","go","524"
"2017-12-01 00:00:00","r","3713"
"2018-01-01 00:00:00","c#","9359"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","php","10068"
"2018-01-01 00:00:00","c++","4744"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","swift","3736"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","java","12324"
"2018-01-01 00:00:00","javascript","18879"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","python","16212"
"2018-01-01 00:00:00","c","2212"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","javascript","17200"
"2018-02-01 00:00:00","c++","4565"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","swift","3399"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12012"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","c#","8568"
"2018-02-01 00:00:00","php","9082"
"2018-02-01 00:00:00","python","16282"
"2018-02-01 00:00:00","r","4499"
"2018-03-01 00:00:00","java","13539"
"2018-03-01 00:00:00","r","5102"
"2018-03-01 00:00:00","python","17877"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2460"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","ruby","1061"
"2018-03-01 00:00:00","c#","9776"
"2018-03-01 00:00:00","javascript","19127"
"2018-03-01 00:00:00","c++","5172"
"2018-03-01 00:00:00","php","9791"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","swift","4041"
"2018-03-01 00:00:00","perl","288"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","java","13463"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","swift","3565"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","python","16944"
"2018-04-01 00:00:00","r","4727"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","javascript","17938"
"2018-04-01 00:00:00","go","618"
"2018-04-01 00:00:00","php","8905"
"2018-04-01 00:00:00","c++","4657"
"2018-04-01 00:00:00","c#","9227"
"2018-05-01 00:00:00","php","9408"
"2018-05-01 00:00:00","python","17546"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","c","2366"
"2018-05-01 00:00:00","java","13439"
"2018-05-01 00:00:00","c++","4678"
"2018-05-01 00:00:00","r","4731"
"2018-05-01 00:00:00","c#","9910"
"2018-05-01 00:00:00","swift","3612"
"2018-05-01 00:00:00","javascript","18048"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","ruby","1033"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","assembly","295"
"2018-06-01 00:00:00","r","4482"
"2018-06-01 00:00:00","python","16778"
"2018-06-01 00:00:00","c#","8778"
"2018-06-01 00:00:00","java","11768"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","javascript","17167"
"2018-06-01 00:00:00","assembly","205"
"2018-06-01 00:00:00","go","673"
"2018-06-01 00:00:00","php","8400"
"2018-06-01 00:00:00","c++","4084"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","c","1830"
"2018-06-01 00:00:00","swift","3135"
"2018-07-01 00:00:00","go","687"
"2018-07-01 00:00:00","r","4403"
"2018-07-01 00:00:00","java","11725"
"2018-07-01 00:00:00","c","1597"
"2018-07-01 00:00:00","c#","9388"
"2018-07-01 00:00:00","python","17917"
"2018-07-01 00:00:00","javascript","17798"
"2018-07-01 00:00:00","php","8525"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3664"
"2018-07-01 00:00:00","c++","3906"
"2018-07-01 00:00:00","perl","246"
"2018-08-01 00:00:00","java","11285"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1676"
"2018-08-01 00:00:00","ruby","875"
"2018-08-01 00:00:00","python","17718"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","php","8452"
"2018-08-01 00:00:00","c#","9471"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","c++","3899"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","swift","3562"
"2018-08-01 00:00:00","javascript","17838"
"2018-08-01 00:00:00","go","704"
"2018-09-01 00:00:00","c","1830"
"2018-09-01 00:00:00","c++","3734"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","php","7627"
"2018-09-01 00:00:00","ruby","776"
"2018-09-01 00:00:00","swift","3134"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","javascript","15984"
"2018-09-01 00:00:00","c#","8347"
"2018-09-01 00:00:00","python","16000"
"2018-09-01 00:00:00","java","10696"
"2018-09-01 00:00:00","go","671"
"2018-09-01 00:00:00","perl","205"
"2018-10-01 00:00:00","r","4352"
"2018-10-01 00:00:00","php","8129"
"2018-10-01 00:00:00","javascript","17388"
"2018-10-01 00:00:00","swift","3262"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","java","12475"
"2018-10-01 00:00:00","ruby","896"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","c","2443"
"2018-10-01 00:00:00","c++","4296"
"2018-10-01 00:00:00","python","18121"
"2018-10-01 00:00:00","c#","9325"
"2018-10-01 00:00:00","assembly","320"
"2018-10-01 00:00:00","go","790"
"2018-11-01 00:00:00","python","17985"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","javascript","16153"
"2018-11-01 00:00:00","perl","235"
"2018-11-01 00:00:00","c++","4334"
"2018-11-01 00:00:00","java","11675"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","c","2515"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","swift","2974"
"2018-11-01 00:00:00","php","7046"
"2018-11-01 00:00:00","r","4222"
"2018-11-01 00:00:00","c#","8457"
"2018-12-01 00:00:00","python","15700"
"2018-12-01 00:00:00","php","6186"
"2018-12-01 00:00:00","c#","7532"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","c++","3550"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","swift","2777"
"2018-12-01 00:00:00","c","2188"
"2018-12-01 00:00:00","java","10419"
"2018-12-01 00:00:00","javascript","14247"
"2018-12-01 00:00:00","perl","220"
"2018-12-01 00:00:00","delphi","175"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","c++","3901"
"2019-01-01 00:00:00","javascript","16001"
"2019-01-01 00:00:00","c","2275"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","swift","2899"
"2019-01-01 00:00:00","r","3941"
"2019-01-01 00:00:00","perl","264"
"2019-01-01 00:00:00","java","10997"
"2019-01-01 00:00:00","c#","8728"
"2019-01-01 00:00:00","go","653"
"2019-01-01 00:00:00","php","7141"
"2019-01-01 00:00:00","python","16916"
"2019-02-01 00:00:00","c#","8332"
"2019-02-01 00:00:00","java","10966"
"2019-02-01 00:00:00","c","2050"
"2019-02-01 00:00:00","javascript","15664"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","go","626"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","r","4242"
"2019-02-01 00:00:00","python","17501"
"2019-02-01 00:00:00","swift","2674"
"2019-02-01 00:00:00","php","7233"
"2019-02-01 00:00:00","c++","3724"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","assembly","224"
"2019-03-01 00:00:00","r","4486"
"2019-03-01 00:00:00","go","721"
"2019-03-01 00:00:00","php","7745"
"2019-03-01 00:00:00","javascript","17299"
"2019-03-01 00:00:00","swift","2941"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","c++","4417"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","c","2374"
"2019-03-01 00:00:00","python","19862"
"2019-03-01 00:00:00","java","12008"
"2019-03-01 00:00:00","c#","8943"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","assembly","276"
"2019-04-01 00:00:00","c++","4367"
"2019-04-01 00:00:00","swift","3065"
"2019-04-01 00:00:00","javascript","16135"
"2019-04-01 00:00:00","c","2425"
"2019-04-01 00:00:00","c#","9090"
"2019-04-01 00:00:00","r","4592"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","python","19793"
"2019-04-01 00:00:00","php","7127"
"2019-04-01 00:00:00","java","11136"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","delphi","204"
"2019-05-01 00:00:00","php","6912"
"2019-05-01 00:00:00","java","11056"
"2019-05-01 00:00:00","r","4293"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2086"
"2019-05-01 00:00:00","python","18874"
"2019-05-01 00:00:00","javascript","16109"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","swift","3096"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","c++","4118"
"2019-05-01 00:00:00","go","672"
"2019-05-01 00:00:00","c#","9004"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9607"
"2019-06-01 00:00:00","php","5976"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","python","17186"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","c++","3635"
"2019-06-01 00:00:00","r","3940"
"2019-06-01 00:00:00","swift","3082"
"2019-06-01 00:00:00","c#","7586"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","javascript","14775"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","ruby","703"
"2019-07-01 00:00:00","php","6624"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","java","10805"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","r","4196"
"2019-07-01 00:00:00","go","624"
"2019-07-01 00:00:00","swift","3030"
"2019-07-01 00:00:00","c++","4260"
"2019-07-01 00:00:00","javascript","16115"
"2019-07-01 00:00:00","c#","8425"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","python","19715"
"2019-07-01 00:00:00","c","1747"
"2019-08-01 00:00:00","swift","2529"
"2019-08-01 00:00:00","java","9059"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c++","3281"
"2019-08-01 00:00:00","python","17994"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","javascript","15181"
"2019-08-01 00:00:00","c","1547"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5779"
"2019-08-01 00:00:00","c#","7690"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","go","629"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2547"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c#","7829"
"2019-09-01 00:00:00","c++","3771"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16846"
"2019-09-01 00:00:00","java","9640"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","javascript","14840"
"2019-09-01 00:00:00","c","2000"
"2019-09-01 00:00:00","php","5530"
"2019-10-01 00:00:00","c++","4826"
"2019-10-01 00:00:00","java","11175"
"2019-10-01 00:00:00","c#","8396"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","c","2473"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3095"
"2019-10-01 00:00:00","php","6020"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","r","4378"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","javascript","15946"
"2019-10-01 00:00:00","python","20400"
"2019-11-01 00:00:00","php","6063"
"2019-11-01 00:00:00","java","10290"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","swift","2864"
"2019-11-01 00:00:00","javascript","15727"
"2019-11-01 00:00:00","c#","8004"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c++","4716"
"2019-11-01 00:00:00","r","4279"
"2019-11-01 00:00:00","python","20543"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","c","2504"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","delphi","171"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","php","5200"
"2019-12-01 00:00:00","go","614"
"2019-12-01 00:00:00","c++","4185"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","java","8992"
"2019-12-01 00:00:00","javascript","14287"
"2019-12-01 00:00:00","c#","7189"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2654"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","c","2139"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","python","18064"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c#","7782"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","swift","2890"
"2020-01-01 00:00:00","c","2049"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","python","19924"
"2020-01-01 00:00:00","php","5874"
"2020-01-01 00:00:00","c++","4217"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","javascript","15985"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9917"
"2020-01-01 00:00:00","r","4141"
"2020-02-01 00:00:00","c","1976"
"2020-02-01 00:00:00","c++","4067"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","java","10011"
"2020-02-01 00:00:00","swift","2755"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","c#","7695"
"2020-02-01 00:00:00","go","661"
"2020-02-01 00:00:00","r","4669"
"2020-02-01 00:00:00","python","19988"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","php","5636"
"2020-02-01 00:00:00","javascript","15717"
"2020-02-01 00:00:00","delphi","156"
"2020-03-01 00:00:00","javascript","17531"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","c#","7773"
"2020-03-01 00:00:00","c","2475"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","c++","4633"
"2020-03-01 00:00:00","php","5644"
"2020-03-01 00:00:00","python","22608"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","652"
"2020-03-01 00:00:00","r","5115"
"2020-03-01 00:00:00","java","11031"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","swift","2906"
"2020-04-01 00:00:00","c++","6197"
"2020-04-01 00:00:00","ruby","766"
"2020-04-01 00:00:00","python","27569"
"2020-04-01 00:00:00","javascript","20855"
"2020-04-01 00:00:00","c","3247"
"2020-04-01 00:00:00","java","12571"
"2020-04-01 00:00:00","swift","3440"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","r","6166"
"2020-04-01 00:00:00","c#","8560"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","php","6592"
"2020-04-01 00:00:00","go","795"
"2020-05-01 00:00:00","c","3360"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c#","8574"
"2020-05-01 00:00:00","php","6488"
"2020-05-01 00:00:00","perl","213"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","swift","3509"
"2020-05-01 00:00:00","c++","6384"
"2020-05-01 00:00:00","java","11991"
"2020-05-01 00:00:00","javascript","21445"
"2020-05-01 00:00:00","r","6005"
"2020-05-01 00:00:00","python","29372"
"2020-05-01 00:00:00","go","751"
"2020-06-01 00:00:00","javascript","19768"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","swift","3150"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","c#","7886"
"2020-06-01 00:00:00","c","2582"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","java","10796"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","c++","5612"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","python","27047"
"2020-06-01 00:00:00","php","5902"
"2020-06-01 00:00:00","delphi","202"
"2020-07-01 00:00:00","python","26235"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","go","641"
"2020-07-01 00:00:00","r","4935"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","swift","2981"
"2020-07-01 00:00:00","c","2093"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c#","7792"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","javascript","19843"
"2020-07-01 00:00:00","php","5918"
"2020-07-01 00:00:00","java","10421"
"2020-07-01 00:00:00","c++","5159"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","javascript","17999"
"2020-08-01 00:00:00","go","706"
"2020-08-01 00:00:00","php","4963"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","r","4492"
"2020-08-01 00:00:00","c++","4769"
"2020-08-01 00:00:00","java","9286"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","c","1890"
"2020-08-01 00:00:00","python","22972"
"2020-08-01 00:00:00","swift","2673"
"2020-08-01 00:00:00","c#","7048"
"2020-08-01 00:00:00","assembly","265"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","php","4754"
"2020-09-01 00:00:00","javascript","16748"
"2020-09-01 00:00:00","c#","6441"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","ruby","513"
"2020-09-01 00:00:00","c++","3910"
"2020-09-01 00:00:00","swift","2549"
"2020-09-01 00:00:00","java","8914"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","c","2144"
"2020-09-01 00:00:00","r","4751"
"2020-09-01 00:00:00","python","21693"
"2020-10-01 00:00:00","c++","4318"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","swift","2313"
"2020-10-01 00:00:00","c","2364"
"2020-10-01 00:00:00","php","4563"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","java","8911"
"2020-10-01 00:00:00","python","22756"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","r","5064"
"2020-10-01 00:00:00","c#","6180"
"2020-10-01 00:00:00","javascript","16395"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","assembly","343"
"2020-11-01 00:00:00","go","525"
"2020-11-01 00:00:00","javascript","15487"
"2020-11-01 00:00:00","c++","4309"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","r","4802"
"2020-11-01 00:00:00","java","8454"
"2020-11-01 00:00:00","swift","2158"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","c#","5969"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","python","22112"
"2020-11-01 00:00:00","c","2690"
"2020-11-01 00:00:00","php","4602"
"2020-12-01 00:00:00","c++","4440"
"2020-12-01 00:00:00","ruby","498"
